Blocked.Cores;Cores;Input Size;Time;Time MCSTL;Workpakets
0;8;100;0.00335;0.004732;100
0;8;100;0.004102;0.004772;100
0;8;100;0.003297;0.004807;100
0;8;100;0.003477;0.004621;100
0;8;100;0.004178;0.004781;100
0;8;100;0.003413;0.004557;100
0;8;100;0.003588;0.004684;100
0;8;100;0.004066;0.004549;100
0;8;100;0.003761;0.004812;100
0;8;100;0.004019;0.004524;100
0;8;100;0.003708;0.004471;100
0;8;100;0.003756;0.004854;100
0;8;100;0.003487;0.005209;100
0;8;100;0.003668;0.004835;100
0;8;100;0.003995;0.00483;100
0;8;100;0.004256;0.004795;100
0;8;100;0.003465;0.00486;100
0;8;100;0.004337;0.004794;100
0;8;100;0.003824;0.004611;100
0;8;100;0.003627;0.005648;100
0;8;100;0.003716;0.005552;100
0;8;100;0.003701;0.00453;100
0;8;100;0.003692;0.00458;100
0;8;100;0.003863;0.004925;100
0;8;100;0.00347;0.00523;100
0;8;100;0.003868;0.004872;100
0;8;100;0.003521;0.004781;100
0;8;100;0.003878;0.004469;100
0;8;100;0.004248;0.004719;100
0;8;100;0.003687;0.00467;100
0;8;100;0.003794;0.004426;100
0;8;100;0.004074;0.004691;100
0;8;100;0.003705;0.004479;100
0;8;100;0.004145;0.004588;100
0;8;100;0.003807;0.005094;100
0;8;100;0.0037;0.004781;100
0;8;100;0.003488;0.004823;100
0;8;100;0.003733;0.004556;100
0;8;100;0.003288;0.00463;100
0;8;100;0.003608;0.005709;100
0;8;100;0.004198;0.004811;100
0;8;100;0.00391;0.004493;100
0;8;100;0.003752;0.004502;100
0;8;100;0.004015;0.004613;100
0;8;100;0.004157;0.004521;100
0;8;100;0.004129;0.004481;100
0;8;100;0.003978;0.004607;100
0;8;100;0.003306;0.00571;100
0;8;100;0.00357;0.005719;100
0;8;100;0.003868;0.00473;100
1;8;100;0.002982;0.004783;100
1;8;100;0.003603;0.004532;100
1;8;100;0.003814;0.005047;100
1;8;100;0.003625;0.00467;100
1;8;100;0.003309;0.004732;100
1;8;100;0.003282;0.00472;100
1;8;100;0.00279;0.004714;100
1;8;100;0.003719;0.005238;100
1;8;100;0.003446;0.00471;100
1;8;100;0.003548;0.005249;100
1;8;100;0.003525;0.00469;100
1;8;100;0.003034;0.004691;100
1;8;100;0.003423;0.004721;100
1;8;100;0.003104;0.00463;100
1;8;100;0.003294;0.004863;100
1;8;100;0.003026;0.004672;100
1;8;100;0.003572;0.004547;100
1;8;100;0.003648;0.004405;100
1;8;100;0.003574;0.004449;100
1;8;100;0.003395;0.004482;100
1;8;100;0.003192;0.00477;100
1;8;100;0.003491;0.004615;100
1;8;100;0.002908;0.004441;100
1;8;100;0.003245;0.004822;100
1;8;100;0.003338;0.0045;100
1;8;100;0.003297;0.004719;100
1;8;100;0.003216;0.004469;100
1;8;100;0.003911;0.004439;100
1;8;100;0.003238;0.004657;100
1;8;100;0.003029;0.004668;100
1;8;100;0.002999;0.005613;100
1;8;100;0.003361;0.004719;100
1;8;100;0.003748;0.004481;100
1;8;100;0.003346;0.004435;100
1;8;100;0.003126;0.004724;100
