Blocked.Cores;Cores;Input Size;Time;Time MCSTL;Workpakets
0;8;100;0.001531;0.001208;24
0;8;100;0.001301;0.001122;24
0;8;100;0.001583;0.001052;24
0;8;100;0.001561;0.001105;24
0;8;100;0.001758;0.001217;24
0;8;100;0.001569;0.001127;24
0;8;100;0.001673;0.001133;24
0;8;100;0.001525;0.001191;24
0;8;100;0.00165;0.001127;24
0;8;100;0.00143;0.001127;24
0;8;100;0.0013;0.001126;24
0;8;100;0.001538;0.001141;24
0;8;100;0.001586;0.001166;24
0;8;100;0.001627;0.001296;24
0;8;100;0.001691;0.001152;24
0;8;100;0.001542;0.001109;24
0;8;100;0.001661;0.001059;24
0;8;100;0.001634;0.001206;24
0;8;100;0.001475;0.001044;24
0;8;100;0.001471;0.001138;24
0;8;100;0.001602;0.001271;24
0;8;100;0.001746;0.001109;24
0;8;100;0.00158;0.001302;24
0;8;100;0.001747;0.001101;24
0;8;100;0.001666;0.00112;24
0;8;100;0.00164;0.001244;24
0;8;100;0.001487;0.001112;24
0;8;100;0.001476;0.001195;24
0;8;100;0.001456;0.001144;24
0;8;100;0.001659;0.001139;24
0;8;100;0.001475;0.001185;24
0;8;100;0.001574;0.001063;24
0;8;100;0.001371;0.001156;24
0;8;100;0.00145;0.001108;24
0;8;100;0.001556;0.001078;24
0;8;100;0.001517;0.001161;24
0;8;100;0.001462;0.001192;24
0;8;100;0.00163;0.001095;24
0;8;100;0.001595;0.001064;24
0;8;100;0.001558;0.001068;24
0;8;100;0.001645;0.001202;24
0;8;100;0.001655;0.001138;24
0;8;100;0.001609;0.001227;24
0;8;100;0.001479;0.001091;24
0;8;100;0.001671;0.001147;24
0;8;100;0.001433;0.001153;24
0;8;100;0.001774;0.001275;24
0;8;100;0.001712;0.001144;24
0;8;100;0.001761;0.001116;24
0;8;100;0.001584;0.001115;24
1;8;100;0.011873;0.001119;24
1;8;100;0.001435;0.001264;24
1;8;100;0.00132;0.001257;24
1;8;100;0.001287;0.001116;24
1;8;100;0.001478;0.001085;24
1;8;100;0.001556;0.0012;24
1;8;100;0.001458;0.001127;24
1;8;100;0.001386;0.001076;24
1;8;100;0.001611;0.001057;24
1;8;100;0.00132;0.001061;24
1;8;100;0.001517;0.001249;24
1;8;100;0.00143;0.001106;24
1;8;100;0.001378;0.001051;24
1;8;100;0.00144;0.001158;24
1;8;100;0.001209;0.001122;24
1;8;100;0.001274;0.001143;24
1;8;100;0.001435;0.001145;24
1;8;100;0.001456;0.001116;24
1;8;100;0.001372;0.001035;24
1;8;100;0.001384;0.001117;24
1;8;100;0.001386;0.00112;24
1;8;100;0.001308;0.001186;24
1;8;100;0.001505;0.00102;24
1;8;100;0.001496;0.001112;24
1;8;100;0.001453;0.001134;24
1;8;100;0.001336;0.001138;24
1;8;100;0.001462;0.001126;24
1;8;100;0.001357;0.001058;24
1;8;100;0.001552;0.001155;24
1;8;100;0.001675;0.001156;24
1;8;100;0.00143;0.001079;24
1;8;100;0.001369;0.001141;24
1;8;100;0.001303;0.001165;24
1;8;100;0.001427;0.001181;24
1;8;100;0.001186;0.001066;24
1;8;100;0.001427;0.001227;24
1;8;100;0.001459;0.001057;24
1;8;100;0.00137;0.001161;24
1;8;100;0.001485;0.001075;24
1;8;100;0.001431;0.00112;24
1;8;100;0.001585;0.001125;24
1;8;100;0.001418;0.001075;24
1;8;100;0.001644;0.001241;24
1;8;100;0.001483;0.001055;24
1;8;100;0.001432;0.001202;24
1;8;100;0.001427;0.001083;24
1;8;100;0.001264;0.001248;24
1;8;100;0.001451;0.001108;24
1;8;100;0.00136;0.001079;24
1;8;100;0.001507;0.001172;24
2;8;100;0.012957;0.001114;24
2;8;100;0.001281;0.00119;24
2;8;100;0.001381;0.001071;24
2;8;100;0.001289;0.00129;24
2;8;100;0.001344;0.001205;24
2;8;100;0.001331;0.00112;24
2;8;100;0.001405;0.001046;24
2;8;100;0.001277;0.001174;24
2;8;100;0.001401;0.001113;24
2;8;100;0.00132;0.001138;24
2;8;100;0.00121;0.001128;24
2;8;100;0.001206;0.001223;24
2;8;100;0.001385;0.001075;24
2;8;100;0.00121;0.001206;24
2;8;100;0.001186;0.001075;24
2;8;100;0.001395;0.00128;24
2;8;100;0.00125;0.001103;24
2;8;100;0.001209;0.001053;24
2;8;100;0.001314;0.001219;24
2;8;100;0.001256;0.001142;24
2;8;100;0.001179;0.001205;24
2;8;100;0.001331;0.001065;24
2;8;100;0.018933;0.001273;24
2;8;100;0.00141;0.00112;24
2;8;100;0.001271;0.001167;24
2;8;100;0.001549;0.001062;24
2;8;100;0.001354;0.00109;24
2;8;100;0.001276;0.001254;24
2;8;100;0.001295;0.001063;24
2;8;100;0.001151;0.001106;24
2;8;100;0.001283;0.001124;24
2;8;100;0.001423;0.001111;24
2;8;100;0.00113;0.001091;24
2;8;100;0.001165;0.001086;24
2;8;100;0.00146;0.001157;24
2;8;100;0.001365;0.001092;24
2;8;100;0.00121;0.001213;24
2;8;100;0.001464;0.001138;24
2;8;100;0.001231;0.001116;24
2;8;100;0.001306;0.001058;24
2;8;100;0.001323;0.001155;24
2;8;100;0.001368;0.001076;24
2;8;100;0.00122;0.001171;24
2;8;100;0.001415;0.001205;24
2;8;100;0.001293;0.001126;24
2;8;100;0.001392;0.001085;24
2;8;100;0.001441;0.001146;24
2;8;100;0.001341;0.001105;24
2;8;100;0.001473;0.001063;24
2;8;100;0.001208;0.0012;24
3;8;100;0.014652;0.001089;24
3;8;100;0.001213;0.001235;24
3;8;100;0.00121;0.001228;24
3;8;100;0.00114;0.001165;24
3;8;100;0.001199;0.001121;24
3;8;100;0.001163;0.001248;24
3;8;100;0.001138;0.00114;24
3;8;100;0.001254;0.001159;24
3;8;100;0.001235;0.00115;24
3;8;100;0.001267;0.001109;24
3;8;100;0.001283;0.001122;24
3;8;100;0.001227;0.001234;24
3;8;100;0.010124;0.001124;24
3;8;100;0.001225;0.001272;24
3;8;100;0.001092;0.001178;24
3;8;100;0.0013;0.001185;24
3;8;100;0.001293;0.001099;24
3;8;100;0.0012;0.001102;24
3;8;100;0.001264;0.001199;24
3;8;100;0.001353;0.001184;24
3;8;100;0.001186;0.001101;24
3;8;100;0.001379;0.001109;24
3;8;100;0.001259;0.001086;24
3;8;100;0.001225;0.001118;24
3;8;100;0.00114;0.001151;24
3;8;100;0.001095;0.001194;24
3;8;100;0.001234;0.001161;24
3;8;100;0.001191;0.001117;24
3;8;100;0.001226;0.001079;24
3;8;100;0.001133;0.001136;24
3;8;100;0.001099;0.001108;24
3;8;100;0.001203;0.001192;24
3;8;100;0.001305;0.001175;24
3;8;100;0.001141;0.001345;24
3;8;100;0.001167;0.001153;24
3;8;100;0.001203;0.001216;24
3;8;100;0.001239;0.001151;24
3;8;100;0.001218;0.001155;24
3;8;100;0.001241;0.00114;24
3;8;100;0.001407;0.001162;24
3;8;100;0.001328;0.001219;24
3;8;100;0.00138;0.001146;24
3;8;100;0.001287;0.001086;24
3;8;100;0.00116;0.001155;24
3;8;100;0.001236;0.001169;24
3;8;100;0.001204;0.001061;24
3;8;100;0.001339;0.001123;24
3;8;100;0.001087;0.001066;24
3;8;100;0.001303;0.00124;24
3;8;100;0.001168;0.001206;24
4;8;100;0.015398;0.001214;24
4;8;100;0.001075;0.001232;24
4;8;100;0.001137;0.001216;24
4;8;100;0.001204;0.001102;24
4;8;100;0.001126;0.001137;24
4;8;100;0.001045;0.001136;24
4;8;100;0.001236;0.001124;24
4;8;100;0.010554;0.001109;24
4;8;100;0.001146;0.001116;24
4;8;100;0.001323;0.001105;24
4;8;100;0.001086;0.001208;24
4;8;100;0.001036;0.001217;24
4;8;100;0.001061;0.001159;24
4;8;100;0.000971;0.001102;24
4;8;100;0.00109;0.001355;24
4;8;100;0.00103;0.001079;24
4;8;100;0.007681;0.00112;24
4;8;100;0.001067;0.001253;24
4;8;100;0.001103;0.001173;24
4;8;100;0.001112;0.001251;24
4;8;100;0.001082;0.001104;24
4;8;100;0.001115;0.001148;24
4;8;100;0.001076;0.001067;24
4;8;100;0.00105;0.001207;24
4;8;100;0.001204;0.001117;24
4;8;100;0.00131;0.001147;24
4;8;100;0.001145;0.001244;24
4;8;100;0.001094;0.00118;24
4;8;100;0.001083;0.001262;24
4;8;100;0.001191;0.001235;24
4;8;100;0.001188;0.001242;24
4;8;100;0.001066;0.00126;24
4;8;100;0.001231;0.001125;24
4;8;100;0.001038;0.001165;24
4;8;100;0.001138;0.001061;24
4;8;100;0.001178;0.001283;24
4;8;100;0.001144;0.001362;24
4;8;100;0.00116;0.001129;24
4;8;100;0.01717;0.00131;24
4;8;100;0.001147;0.001061;24
4;8;100;0.001082;0.001169;24
4;8;100;0.00114;0.001152;24
4;8;100;0.001172;0.001268;24
4;8;100;0.001081;0.001172;24
4;8;100;0.001045;0.001108;24
4;8;100;0.001114;0.001141;24
4;8;100;0.001027;0.001091;24
4;8;100;0.001177;0.001157;24
4;8;100;0.001155;0.001106;24
4;8;100;0.001157;0.001158;24
5;8;100;0.017104;0.00096;24
5;8;100;0.017673;0.001075;24
5;8;100;0.000959;0.000987;24
5;8;100;0.000987;0.000949;24
5;8;100;0.000929;0.000944;24
5;8;100;0.000865;0.000948;24
5;8;100;0.000844;0.000966;24
5;8;100;0.000947;0.000966;24
5;8;100;0.000968;0.000907;24
5;8;100;0.010701;0.000947;24
5;8;100;0.00098;0.000994;24
5;8;100;0.000943;0.000915;24
5;8;100;0.000949;0.000945;24
5;8;100;0.017593;0.000914;24
5;8;100;0.000963;0.000987;24
5;8;100;0.0009;0.00091;24
5;8;100;0.00094;0.001018;24
5;8;100;0.000916;0.000993;24
5;8;100;0.000925;0.000934;24
5;8;100;0.010794;0.000929;24
5;8;100;0.000969;0.000995;24
5;8;100;0.000977;0.000941;24
5;8;100;0.010928;0.001003;24
5;8;100;0.000923;0.000955;24
5;8;100;0.000914;0.000961;24
5;8;100;0.010771;0.000981;24
5;8;100;0.000865;0.000986;24
5;8;100;0.000954;0.00092;24
5;8;100;0.010661;0.00091;24
5;8;100;0.006897;0.000913;24
5;8;100;0.000975;0.000959;24
5;8;100;0.000892;0.001007;24
5;8;100;0.000929;0.00105;24
5;8;100;0.000948;0.000907;24
5;8;100;0.010955;0.000934;24
5;8;100;0.001011;0.001003;24
5;8;100;0.000986;0.000984;24
5;8;100;0.001044;0.000977;24
5;8;100;0.001042;0.00099;24
5;8;100;0.00099;0.000996;24
5;8;100;0.015738;0.000929;24
5;8;100;0.000923;0.00096;24
5;8;100;0.001011;0.000948;24
5;8;100;0.010678;0.001238;24
5;8;100;0.000994;0.000964;24
5;8;100;0.000997;0.000946;24
5;8;100;0.000979;0.000952;24
5;8;100;0.000889;0.001018;24
5;8;100;0.000921;0.000972;24
5;8;100;0.001058;0.00096;24
6;8;100;0.014536;0.001251;24
6;8;100;0.000933;0.001291;24
6;8;100;0.000987;0.001272;24
6;8;100;0.001008;0.001259;24
6;8;100;0.000917;0.001396;24
6;8;100;0.000978;0.001232;24
6;8;100;0.000961;0.001305;24
6;8;100;0.000869;0.001267;24
6;8;100;0.000941;0.001413;24
6;8;100;0.00091;0.001225;24
6;8;100;0.000952;0.001283;24
6;8;100;0.001052;0.001349;24
6;8;100;0.000925;0.001269;24
6;8;100;0.000915;0.001282;24
6;8;100;0.019752;0.001315;24
6;8;100;0.013669;0.001251;24
6;8;100;0.000942;0.001411;24
6;8;100;0.00097;0.001294;24
6;8;100;0.000953;0.001262;24
6;8;100;0.00098;0.001356;24
6;8;100;0.000989;0.001372;24
6;8;100;0.000912;0.001295;24
6;8;100;0.000952;0.001348;24
6;8;100;0.000991;0.00127;24
6;8;100;0.005333;0.00126;24
6;8;100;0.000942;0.001313;24
6;8;100;0.000974;0.00143;24
6;8;100;0.000942;0.001361;24
6;8;100;0.013903;0.001302;24
6;8;100;0.00096;0.001268;24
6;8;100;0.007722;0.001296;24
6;8;100;0.004503;0.001299;24
6;8;100;0.004275;0.001277;24
6;8;100;0.004239;0.001288;24
6;8;100;0.000892;0.001352;24
6;8;100;0.000989;0.00132;24
6;8;100;0.000973;0.001324;24
6;8;100;0.005328;0.001463;24
6;8;100;0.012101;0.001224;24
6;8;100;0.000918;0.001308;24
6;8;100;0.0118;0.001315;24
6;8;100;0.004261;0.001292;24
6;8;100;0.010253;0.001237;24
6;8;100;0.000922;0.00127;24
6;8;100;0.000999;0.0013;24
6;8;100;0.00104;0.001251;24
6;8;100;0.000959;0.001299;24
6;8;100;0.000955;0.001288;24
6;8;100;0.000973;0.001334;24
6;8;100;0.00094;0.001273;24
7;8;100;0.017002;0.001115;24
7;8;100;0.014989;0.001095;24
7;8;100;0.009939;0.001196;24
7;8;100;0.00705;0.001054;24
7;8;100;0.015804;0.001042;24
7;8;100;0.012188;0.001036;24
7;8;100;0.013613;0.001039;24
7;8;100;0.010056;0.001237;24
7;8;100;0.006865;0.001085;24
7;8;100;0.007266;0.001328;24
7;8;100;0.006353;0.001154;24
7;8;100;0.007475;0.00128;24
7;8;100;0.025701;0.001075;24
7;8;100;0.007743;0.012458;24
7;8;100;0.015801;0.001105;24
7;8;100;0.006574;0.00119;24
7;8;100;0.013938;0.001035;24
7;8;100;0.009704;0.001236;24
7;8;100;0.006591;0.001101;24
7;8;100;0.007478;0.001227;24
7;8;100;0.006677;0.001188;24
7;8;100;0.007452;0.013171;24
7;8;100;0.013985;0.001053;24
7;8;100;0.007033;0.001217;24
7;8;100;0.012247;0.001464;24
7;8;100;0.006106;0.001134;24
7;8;100;0.006907;0.001257;24
7;8;100;0.006857;0.001177;24
7;8;100;0.007092;0.001266;24
7;8;100;0.006946;0.00115;24
7;8;100;0.007376;0.001257;24
7;8;100;0.01238;0.001075;24
7;8;100;0.010348;0.001441;24
7;8;100;0.017098;0.001075;24
7;8;100;0.012645;0.001045;24
7;8;100;0.020148;0.001066;24
7;8;100;0.015936;0.001033;24
7;8;100;0.01591;0.001055;24
7;8;100;0.016054;0.001024;24
7;8;100;0.008596;0.001022;24
7;8;100;0.011276;0.001017;24
7;8;100;0.009884;0.001027;24
7;8;100;0.007308;0.001046;24
7;8;100;0.007056;0.001138;24
7;8;100;0.00657;0.001041;24
7;8;100;0.006761;0.001061;24
7;8;100;0.0067;0.001023;24
7;8;100;0.006474;0.001052;24
7;8;100;0.00729;0.001096;24
7;8;100;0.006689;0.001054;24
0;8;1000;0.00166;0.001407;24
0;8;1000;0.001514;0.001455;24
0;8;1000;0.001564;0.00144;24
0;8;1000;0.001321;0.001357;24
0;8;1000;0.001517;0.001471;24
0;8;1000;0.001525;0.001363;24
0;8;1000;0.001584;0.001528;24
0;8;1000;0.001584;0.001448;24
0;8;1000;0.001542;0.001399;24
