Cores;Input.Size;Time.MALMS.Info;Loops.MALMS.Info;Time.MALMS.NoInfo;Loops.MALMS.NoInfo;Time.MCSTL;Loops.MCSTL;Workpakets
8;100;0.00396;536803;0.004598;498191;0.067753;5414811;100
8;100;0.003269;406701;0.004125;507692;0.022936;1911863;100
8;100;0.002965;383099;0.003396;386241;0.010817;1077773;100
8;100;0.003654;475233;0.004715;575931;0.094;7128250;100
8;100;0.003523;405877;0.003366;386193;0.120013;11105477;100
8;100;0.003452;404032;0.003394;391859;0.058262;4897394;100
8;100;0.0043;539117;0.003739;447305;0.061223;4819275;100
8;100;0.003471;401515;0.004096;514221;0.07151;5219526;100
8;100;0.003375;385948;0.011966;1535028;0.009901;983271;100
8;100;0.005497;590038;0.004927;608591;0.105062;9691788;100
8;1000;0.004128;463277;0.003175;442533;0.043794;3502572;100
8;1000;0.003274;412535;0.003968;443831;0.010181;985496;100
8;1000;0.003599;405183;0.00467;509639;0.06072;5265561;100
8;1000;0.003554;397977;0.006725;846633;0.042083;3520408;100
8;1000;0.004331;535449;0.004008;498310;0.100388;8559133;100
8;1000;0.003569;440753;0.003991;444427;0.113054;10521706;100
8;1000;0.003752;465839;0.003558;572078;0.035677;2843619;100
8;1000;0.003563;468421;0.004041;500184;0.009645;1013956;100
8;1000;0.003859;455428;0.003425;422125;0.058499;4880887;100
8;1000;0.003877;465022;0.00463;513761;0.119195;10573142;100
8;10000;0.004148;459316;0.005412;600187;0.041345;3416399;100
8;10000;0.003277;368048;0.003722;428649;0.044089;3581600;100
8;10000;0.004229;534461;0.003926;403094;0.010837;1202487;100
8;10000;0.003425;379740;0.004216;500604;0.077388;5874393;100
8;10000;0.003979;446867;0.005003;618465;0.108629;8375835;100
8;10000;0.003339;374804;0.004073;482043;0.041303;3190105;100
8;10000;0.003299;387020;0.004666;578295;0.056358;4583225;100
8;10000;0.003227;400845;0.003559;430897;0.042319;3661503;100
8;10000;0.003642;464185;0.003397;427975;0.078019;6705165;100
8;10000;0.0033;383857;0.004389;533865;0.13326;10268217;100
8;100000;0.011207;1352999;0.00501;476324;0.101288;8816465;100
8;100000;0.005516;556747;0.00497;409989;0.029422;2522452;100
8;100000;0.005962;603607;0.014966;1606394;0.048721;4174926;100
8;100000;0.005642;576378;0.005247;395910;0.050431;4345389;100
8;100000;0.006451;684850;0.005828;526424;0.016178;1506941;100
8;100000;0.007372;719357;0.005407;521607;0.079014;6103243;100
8;100000;0.005534;586946;0.005186;408489;0.007759;933762;100
8;100000;0.005902;604023;0.005447;403318;0.017721;1629128;100
8;100000;0.007219;685215;0.005672;524224;0.00715;871677;100
8;100000;0.005927;578602;0.005647;476292;0.008021;996450;100
8;1000000;0.0281;2453815;0.028132;2122014;0.039239;3422366;100
8;1000000;0.028095;2301969;0.028247;2002026;0.037547;3404322;100
8;1000000;0.028504;2276690;0.031893;2236635;0.039398;3498777;100
8;1000000;0.029573;2306017;0.029118;2133116;0.038447;3344024;100
8;1000000;0.033557;3105311;0.026298;1817470;0.037353;2699297;100
8;1000000;0.031313;2535529;0.02815;1922532;0.039006;3489562;100
8;1000000;0.027635;2214203;0.027688;1871417;0.038857;3490283;100
8;1000000;0.027176;2166148;0.027643;2008763;0.041258;3934402;100
8;1000000;0.028141;2228531;0.028891;1669539;0.049595;4895531;100
8;1000000;0.029087;2487931;0.037339;3579482;0.070102;6042323;100
8;10000000;0.271332;22975076;0.256416;19744615;0.415269;37459794;100
8;10000000;0.268592;21738313;0.281492;23603894;0.355762;29291690;100
8;10000000;0.264318;21598267;0.258788;20157279;0.361323;29301630;100
8;10000000;0.258569;20354215;0.263076;21093286;0.415094;32883137;100
8;10000000;0.263232;21173031;0.255676;20272951;0.410515;35812266;100
8;10000000;0.258806;20609061;0.255794;20346386;0.370218;30155186;100
8;10000000;0.270165;21064015;0.255118;20072097;0.406822;33362779;100
8;10000000;0.264504;20358758;0.258501;20732145;0.40762;33508472;100
8;10000000;0.264645;20829337;0.254583;20196990;0.397818;31653444;100
8;10000000;0.265154;21586076;0.255384;19785432;0.367549;29285245;100
8;100000000;2.80511;254197524;2.82207;229523237;3.61912;328576301;100
8;100000000;2.8682;232832112;2.85503;232686848;3.21226;271112908;100
8;100000000;2.89134;237248221;2.8937;237436961;3.34289;297043342;100
8;100000000;2.75112;217180032;2.85949;233614888;3.45088;290210252;100
8;100000000;2.8697;228190545;2.84436;233460584;3.24686;286702343;100
8;100000000;2.87566;233719009;2.7204;218393777;3.18559;269116511;100
8;100000000;2.78683;220041454;2.8334;231624816;3.26989;284417842;100
8;100000000;2.78626;223603344;2.82391;231311473;3.21932;274529261;100
8;100000000;2.78098;223503115;2.85503;233390700;3.23669;278442163;100
8;100000000;2.78055;215373313;2.82964;230725729;3.23272;274299662;100
