Cores;Input.Size;Time.MALMS;Time.MCSTL;Time.STDSORT;Workpakets
8;100000;0.002476;0.002319;0.008015;8
8;100000;0.00244;0.002012;0.008018;8
8;100000;0.0025;0.002153;0.008032;8
8;100000;0.002451;0.002051;0.008011;8
8;100000;0.002956;0.002049;0.008022;8
8;100000;0.002691;0.001963;0.008017;8
8;100000;0.002849;0.00205;0.00803;8
8;100000;0.002516;0.002337;0.00802;8
8;100000;0.002904;0.00204;0.008018;8
8;100000;0.002593;0.002099;0.008004;8
8;100000;0.002478;0.002235;0.008012;8
8;100000;0.002472;0.002064;0.008019;8
8;100000;0.002461;0.002455;0.008017;8
8;100000;0.002778;0.00218;0.008011;8
8;100000;0.002436;0.002055;0.008017;8
8;100000;0.002495;0.002533;0.008014;8
8;100000;0.002498;0.002083;0.008024;8
8;100000;0.002431;0.00208;0.008011;8
8;100000;0.002419;0.002289;0.008025;8
8;100000;0.002473;0.002108;0.008031;8
8;100000;0.002714;0.002543;0.008032;8
8;100000;0.002453;0.002321;0.008031;8
8;100000;0.002569;0.002226;0.008011;8
8;100000;0.00283;0.002244;0.008004;8
8;100000;0.002479;0.001974;0.008004;8
8;100000;0.00273;0.002184;0.008013;8
8;100000;0.002641;0.002205;0.008011;8
8;100000;0.002668;0.00268;0.00801;8
8;100000;0.0024;0.002365;0.008012;8
8;100000;0.002469;0.002006;0.008011;8
8;100000;0.002471;0.002075;0.008011;8
8;100000;0.002716;0.002108;0.00802;8
8;100000;0.002511;0.002063;0.008018;8
8;100000;0.002453;0.002187;0.008018;8
8;100000;0.002397;0.002681;0.008019;8
8;1000000;0.021524;0.017326;0.094894;8
8;1000000;0.020096;0.020935;0.09489;8
8;1000000;0.01774;0.017017;0.094917;8
8;1000000;0.019298;0.016996;0.094896;8
8;1000000;0.01852;0.018824;0.094862;8
8;1000000;0.021496;0.017301;0.094868;8
8;1000000;0.020143;0.018762;0.094892;8
8;1000000;0.020492;0.019021;0.094889;8
8;1000000;0.018332;0.017467;0.094866;8
8;1000000;0.01806;0.022606;0.094866;8
8;1000000;0.018544;0.019017;0.094897;8
8;1000000;0.01792;0.017303;0.094867;8
8;1000000;0.021576;0.018906;0.09487;8
8;1000000;0.0202;0.017117;0.094877;8
8;1000000;0.017822;0.019399;0.094887;8
8;1000000;0.017705;0.018719;0.094869;8
8;1000000;0.017764;0.016891;0.094887;8
8;1000000;0.017878;0.017337;0.094897;8
8;1000000;0.020613;0.022876;0.094879;8
8;1000000;0.017788;0.018688;0.094875;8
8;1000000;0.017779;0.017882;0.094888;8
8;1000000;0.017934;0.022186;0.094883;8
8;1000000;0.017755;0.017653;0.094897;8
8;1000000;0.017642;0.018871;0.094879;8
8;1000000;0.018756;0.020375;0.094909;8
8;1000000;0.017947;0.018858;0.094906;8
8;1000000;0.017698;0.017352;0.094875;8
8;1000000;0.020553;0.016953;0.094881;8
8;1000000;0.017799;0.018886;0.094893;8
8;1000000;0.022094;0.017597;0.094885;8
8;1000000;0.01794;0.018877;0.09487;8
8;1000000;0.021457;0.017068;0.094887;8
8;1000000;0.020094;0.017281;0.094874;8
8;1000000;0.020389;0.017425;0.094896;8
8;1000000;0.0204;0.01693;0.094902;8
8;1000000;0.021621;0.018699;0.094868;8
8;1000000;0.020536;0.017001;0.094874;8
8;1000000;0.017691;0.017213;0.094879;8
8;1000000;0.017699;0.018824;0.094881;8
8;1000000;0.017698;0.073965;0.094862;8
8;1000000;0.017968;0.019286;0.094892;8
8;1000000;0.018085;0.01731;0.094876;8
8;1000000;0.017606;0.017349;0.09487;8
8;1000000;0.021293;0.017463;0.095008;8
8;1000000;0.01777;0.018926;0.094884;8
8;1000000;0.017975;0.021665;0.094883;8
8;1000000;0.01769;0.020044;0.094914;8
8;1000000;0.018147;0.017327;0.094887;8
8;1000000;0.018041;0.017419;0.094896;8
8;1000000;0.017647;0.019743;0.094906;8
8;10000000;0.190278;0.191174;1.1063;8
8;10000000;0.219639;0.202522;1.10631;8
8;10000000;0.218036;0.191749;1.10622;8
8;10000000;0.191414;0.240888;1.10632;8
8;10000000;0.191506;0.187611;1.10632;8
8;10000000;0.192405;0.190994;1.10634;8
8;10000000;0.195589;0.239065;1.10635;8
8;10000000;0.192813;0.229089;1.10629;8
8;10000000;0.191704;0.191822;1.10629;8
8;10000000;0.201521;0.192325;1.10639;8
8;10000000;0.217185;0.214588;1.1064;8
8;10000000;0.193057;0.191379;1.10644;8
8;10000000;0.191479;0.192403;1.10633;8
8;10000000;0.191623;0.223978;1.10642;8
8;10000000;0.197888;0.19206;1.10627;8
8;10000000;0.254186;0.241615;1.10631;8
8;10000000;0.191385;0.187442;1.10629;8
8;10000000;0.190639;0.187436;1.10633;8
8;10000000;0.19256;0.242288;1.1064;8
8;10000000;0.191812;0.192081;1.1065;8
8;10000000;0.191459;0.191333;1.10639;8
8;10000000;0.200597;0.19144;1.10629;8
8;10000000;0.22979;0.187541;1.10628;8
8;10000000;0.197199;0.242059;1.10624;8
8;10000000;0.222135;0.19122;1.10633;8
8;10000000;0.190878;0.190537;1.10632;8
8;10000000;0.220162;0.192387;1.10646;8
8;10000000;0.19096;0.242649;1.10623;8
8;10000000;0.23894;0.222001;1.10638;8
8;10000000;0.192959;0.188357;1.10628;8
8;10000000;0.192953;0.188154;1.1063;8
8;10000000;0.191384;0.210904;1.10637;8
8;10000000;0.194354;0.203086;1.10636;8
8;10000000;0.192255;0.194545;1.10629;8
8;10000000;0.196305;0.188661;1.10634;8
8;10000000;0.192558;0.191851;1.10628;8
8;10000000;0.191478;0.193848;1.10641;8
8;10000000;0.201407;0.187766;1.10633;8
8;10000000;0.218031;0.187771;1.10638;8
8;10000000;0.192519;0.197883;1.10646;8
8;10000000;0.192726;0.19187;1.10633;8
8;10000000;0.193053;0.228106;1.10627;8
8;10000000;0.195693;0.19146;1.10628;8
8;10000000;0.192948;0.245146;1.10634;8
8;10000000;0.192471;0.192081;1.1064;8
8;10000000;0.19413;0.193325;1.10643;8
8;10000000;0.194737;0.191242;1.10631;8
8;10000000;0.191895;0.223893;1.1063;8
8;10000000;0.192298;0.214565;1.10627;8
8;10000000;0.197663;0.192115;1.10636;8
8;100000000;2.14111;2.16619;12.5904;8
8;100000000;2.3663;2.20231;12.5899;8
8;100000000;2.42291;2.18577;12.5898;8
8;100000000;2.52398;2.1825;12.5905;8
8;100000000;2.11737;2.18437;12.5895;8
8;100000000;2.4066;2.17431;12.5906;8
8;100000000;2.14977;2.13743;12.5893;8
8;100000000;2.15718;2.14079;12.5907;8
8;100000000;2.14882;2.5477;12.5908;8
8;100000000;2.13388;2.18489;12.5907;8
8;100000000;2.25277;2.17571;12.5899;8
8;100000000;2.16573;2.174;12.5895;8
8;100000000;2.1414;2.18245;12.5906;8
8;100000000;2.1445;2.69757;12.5901;8
8;100000000;2.66875;2.1396;12.5905;8
8;100000000;2.42099;2.17628;12.5906;8
8;100000000;2.12403;2.18113;12.5903;8
8;100000000;2.14954;2.13928;12.5905;8
8;100000000;2.14098;2.65563;12.5896;8
8;100000000;2.15353;2.14251;12.5905;8
8;100000000;2.16431;2.1702;12.5907;8
8;100000000;2.53873;2.13363;12.5907;8
8;100000000;2.1868;2.2009;12.5909;8
8;100000000;2.11979;2.17219;12.5904;8
8;100000000;2.11988;2.30598;12.5904;8
8;100000000;2.15321;2.13884;12.5897;8
8;100000000;2.13779;2.17178;12.5916;8
8;100000000;2.13885;2.39384;12.5897;8
8;100000000;2.21796;2.29293;12.5908;8
8;100000000;2.52793;2.13481;12.5909;8
8;100000000;2.15178;2.17013;12.5904;8
8;100000000;2.12746;2.17001;12.5907;8
8;100000000;2.13944;2.1336;12.5895;8
8;100000000;2.17628;2.17068;12.5905;8
8;100000000;2.1602;2.39696;12.5909;8
8;100000000;2.51803;2.13773;12.59;8
8;100000000;2.55076;2.18154;12.5907;8
8;100000000;2.39811;2.13173;12.5906;8
8;100000000;2.14734;2.54981;12.5904;8
8;100000000;2.39582;2.21049;12.5906;8
8;100000000;2.14737;2.1749;12.5905;8
8;100000000;2.18001;2.51884;12.5904;8
8;100000000;2.14379;2.14564;12.5907;8
8;100000000;2.24424;2.13338;12.5902;8
8;100000000;2.14712;2.17117;12.5903;8
8;100000000;2.12242;2.79845;12.5906;8
8;100000000;2.13115;2.17021;12.5906;8
8;100000000;2.20152;2.382;12.5907;8
8;100000000;2.14167;2.18739;12.5894;8
8;100000000;2.14114;2.14452;12.5902;8
