Cores;Input.Size;Time.MALMS.Info;Loops.MALMS.Info;Time.MALMS.NoInfo;Loops.MALMS.NoInfo;Time.MCSTL;Loops.MCSTL;Workpakets
8;100;0.003523;2169985;0.002524;560338;0.076514;7961069;48
8;100;0.003411;702849;0.001824;559440;0.065018;7330925;48
8;100;0.003506;1663165;0.003667;702471;0.02021;2146578;48
8;100;0.005541;973221;0.003964;1873041;0.049733;5147299;48
8;100;0.003594;1928881;0.00349;1700574;0.049724;5098865;48
8;100;0.003472;702048;0.00373;944706;0.049715;5149863;48
8;100;0.006983;1125920;0.005012;701149;0.079266;6717686;48
8;100;0.002;561184;0.005956;976251;0.039082;4471411;48
8;100;0.003889;700253;0.001845;559980;0.076578;9041175;48
8;100;0.001829;1211795;0.011871;2194511;0.084399;9268111;48
8;1000;0.001693;703475;0.012515;2194788;0.04247;4347941;48
8;1000;0.007499;1183254;0.002718;1937993;0.024376;2546678;48
8;1000;0.003612;695567;0.002485;1881837;0.062855;6764544;48
8;1000;0.003684;703815;0.012713;2353254;0.053553;5847686;48
8;1000;0.001731;1541524;0.005406;711108;0.032849;3481296;48
8;1000;0.006435;979309;0.009206;1432967;0.044803;4730406;48
8;1000;0.001684;684483;0.002688;1913706;0.026974;3112335;48
8;1000;0.005896;880096;0.002026;560076;0.070117;7925731;48
8;1000;0.00639;1206419;0.011108;1722145;0.070456;6918811;48
8;1000;0.001964;1209518;0.003652;699732;0.077387;7556061;48
8;10000;0.001858;837009;0.002854;1944838;0.02543;2661593;48
8;10000;0.003794;716359;0.01033;1848127;0.015887;1819882;48
8;10000;0.003688;704212;0.003941;713947;0.018034;2024858;48
8;10000;0.001909;556226;0.002481;768236;0.062031;6734520;48
8;10000;0.010045;1586031;0.01043;1573816;0.045532;4749408;48
8;10000;0.001913;606835;0.003813;732944;0.024437;2492057;48
8;10000;0.003788;702312;0.007543;1072897;0.048429;4978411;48
8;10000;0.010885;1629012;0.006844;979068;0.033809;3528122;48
8;10000;0.001841;1545115;0.003734;721180;0.016938;1864906;48
8;10000;0.006928;1125467;0.002724;1931477;0.016973;1818938;48
8;100000;0.004196;701215;0.005838;653110;0.045523;4726557;48
8;100000;0.006738;979775;0.014401;2454053;0.02116;2240671;48
8;100000;0.008797;1366768;0.010145;1560595;0.015895;1816458;48
8;100000;0.012901;2111741;0.00895;1089825;0.016362;1780681;48
8;100000;0.004171;680577;0.010042;1519612;0.015896;1886484;48
8;100000;0.005207;929150;0.004103;668207;0.013803;1646594;48
8;100000;0.010532;1170071;0.00576;977358;0.020143;2170221;48
8;100000;0.012258;1567067;0.006365;788090;0.037488;3801814;48
8;100000;0.011789;1867806;0.009013;1087129;0.030745;3437125;48
8;100000;0.008413;1044676;0.008285;1085732;0.016404;1768310;48
8;1000000;0.033921;3359196;0.032541;2993415;0.039517;3507459;48
8;1000000;0.032586;3632986;0.036251;3256876;0.049823;4410464;48
8;1000000;0.031422;3234357;0.035341;3027889;0.066684;6528237;48
8;1000000;0.031285;2949573;0.032719;3244946;0.148135;14965306;48
8;1000000;0.031697;3225334;0.040316;4320748;0.052057;4656671;48
8;1000000;0.031283;3076804;0.042967;4134553;0.060902;6262103;48
8;1000000;0.039814;4178866;0.03699;3403931;0.056128;4955892;48
8;1000000;0.030616;3029690;0.034383;2872883;0.098397;9913383;48
8;1000000;0.034117;3504282;0.040555;3538174;0.054109;4497633;48
8;1000000;0.03142;3080179;0.036407;3509011;0.060434;5286773;48
8;10000000;0.269552;21737955;0.257083;20744631;0.374518;34233067;48
8;10000000;0.262168;21719102;0.257702;20012421;0.424051;38520778;48
8;10000000;0.275688;21861042;0.276802;22702724;0.400035;32964655;48
8;10000000;0.254062;20942277;0.276604;23739924;0.389095;31607532;48
8;10000000;0.276261;23027246;0.27431;22291239;0.36865;28408538;48
8;10000000;0.270151;22025678;0.251671;19627114;0.390302;36520927;48
8;10000000;0.263982;20940409;0.265049;21287938;0.399264;35310277;48
8;10000000;0.268431;20855948;0.266885;22056758;0.445686;35649946;48
8;10000000;0.275633;23106609;0.261091;21805594;0.390333;31464714;48
8;10000000;0.278909;22869355;0.268971;22428577;0.394975;32002433;48
8;100000000;2.98656;273976990;2.97282;236535649;3.20429;275729698;48
8;100000000;3.00435;244145627;3.04331;246743433;3.16553;295946135;48
8;100000000;2.99135;233019849;3.00337;243458260;3.22137;285165473;48
8;100000000;3.0096;235358208;2.98368;242699918;3.1801;288816189;48
8;100000000;2.99476;233524940;2.97291;241040671;3.22745;271421374;48
8;100000000;2.99517;233869592;2.99284;242667405;3.14006;264716221;48
8;100000000;2.99506;232967674;3.00212;242883321;3.26929;272804342;48
8;100000000;2.97562;231639883;3.04326;233386005;3.12947;256675253;48
8;100000000;2.97609;239731681;2.97245;241679342;3.21355;269602616;48
8;100000000;2.97305;241782745;2.9807;240606352;3.26747;269836635;48
