Cores;Input.Size;Time.MALMS;Time.MCSTL;Time.STDSORT;Workpakets
8;10000000;0.222315;0.191585;1.10649;100
8;10000000;0.222676;0.229687;1.10639;100
8;100000000;2.40345;2.1541;12.59;100
8;100000000;2.37823;2.18447;12.5905;100
8;100000000;2.39155;2.18226;12.5903;100
8;100000000;2.37368;2.13772;12.5896;100
8;100000000;2.37214;2.13484;12.5904;100
8;100000000;2.37533;2.18025;12.5907;100
8;100000000;2.37633;2.48426;12.5906;100
8;100000000;2.37127;2.67307;12.5894;100
8;100000000;2.39595;2.67763;12.5899;100
8;100000000;2.37251;2.18555;12.5911;100
8;100000000;2.37617;2.17415;12.5923;100
8;100000000;2.38208;2.24038;12.5894;100
8;100000000;2.38031;2.79212;12.5908;100
8;100000000;2.37614;2.17546;12.5905;100
8;100000000;2.37054;2.13662;12.5906;100
8;100000000;2.39021;2.18536;12.5895;100
8;100000000;2.3926;2.13657;12.5907;100
8;100000000;2.36963;2.52996;12.5895;100
8;100000000;2.37249;2.18953;12.5905;100
8;100000000;2.41122;2.19091;12.5904;100
8;100000000;2.36754;2.14753;12.5894;100
8;100000000;2.39136;2.14745;12.591;100
8;100000000;2.39503;2.69083;12.5903;100
8;100000000;2.38472;2.19451;12.5908;100
8;100000000;2.40321;2.17514;12.5902;100
8;100000000;2.36574;2.11083;12.59;100
8;100000000;2.36901;2.22168;12.5902;100
8;100000000;2.34787;2.14088;12.5904;100
8;100000000;2.3666;2.1383;12.5904;100
8;100000000;2.37046;2.17659;12.5903;100
8;100000000;2.37343;2.17677;12.5905;100
8;100000000;2.38017;2.17885;12.5894;100
8;100000000;2.36967;2.17184;12.5903;100
8;100000000;2.37105;2.1411;12.5906;100
8;100000000;2.38346;2.18501;12.59;100
8;100000000;2.38043;2.17524;12.5894;100
8;100000000;2.38959;2.32474;12.5901;100
8;100000000;2.38568;2.35681;12.5904;100
8;100000000;2.36799;2.67713;12.5896;100
8;100000000;2.3842;2.18685;12.5904;100
8;100000000;2.3689;2.18442;12.5909;100
8;100000000;2.40705;2.17606;12.5907;100
8;100000000;2.39448;2.13225;12.5896;100
8;100000000;2.36786;2.38699;12.5904;100
8;100000000;2.37918;2.70592;12.5903;100
8;100000000;2.37049;2.13671;12.5907;100
8;100000000;2.36844;2.18468;12.5896;100
8;100000000;2.38622;2.14148;12.5903;100
8;100000000;2.37421;2.13888;12.5904;100
8;100000000;2.39219;2.83853;12.5911;100
