Cores;Input Size;Time;Time MCSTL;Workpakets
8;100;0.000864;0.00044;24
8;100;0.00118;0.000399;24
8;100;0.000999;0.000405;24
8;100;0.001005;0.000385;24
8;100;0.000978;0.000411;24
8;100;0.000832;0.000335;24
8;100;0.000854;0.000399;24
8;100;0.001008;0.00036;24
8;100;0.000904;0.000371;24
8;100;0.000869;0.00036;24
8;100;0.001227;0.000338;24
8;100;0.000901;0.000354;24
8;100;0.000992;0.000344;24
8;100;0.000971;0.00037;24
8;100;0.000996;0.000379;24
8;100;0.000717;0.000434;24
8;100;0.000773;0.000393;24
8;100;0.000992;0.000384;24
8;100;0.001021;0.000379;24
8;100;0.000778;0.000344;24
8;100;0.000973;0.000341;24
8;100;0.000727;0.000316;24
8;100;0.000929;0.0004;24
8;100;0.001089;0.000375;24
8;100;0.000975;0.000362;24
8;100;0.000787;0.000373;24
8;100;0.000949;0.000353;24
8;100;0.000826;0.000346;24
8;100;0.000971;0.000396;24
8;100;0.00109;0.000389;24
8;100;0.000906;0.000391;24
8;100;0.0007;0.000353;24
8;100;0.00091;0.000387;24
8;100;0.000938;0.00036;24
8;100;0.000745;0.0004;24
8;100;0.001108;0.000421;24
8;100;0.000863;0.000315;24
8;100;0.000727;0.000416;24
8;100;0.001139;0.000405;24
8;100;0.001069;0.000398;24
8;100;0.000899;0.00037;24
8;100;0.001095;0.00035;24
8;100;0.001043;0.000393;24
8;100;0.001006;0.000344;24
8;100;0.000777;0.000342;24
8;100;0.000907;0.000353;24
8;100;0.001009;0.000347;24
8;100;0.000901;0.000354;24
8;100;0.000828;0.000367;24
8;100;0.00108;0.000347;24
8;1000;0.000954;0.000447;24
8;1000;0.001161;0.00045;24
8;1000;0.000998;0.000421;24
8;1000;0.00102;0.000458;24
8;1000;0.001168;0.000445;24
8;1000;0.000936;0.000343;24
8;1000;0.000835;0.000419;24
8;1000;0.000776;0.000396;24
8;1000;0.000802;0.000417;24
8;1000;0.000827;0.000392;24
8;1000;0.001125;0.000454;24
8;1000;0.00093;0.000451;24
8;1000;0.001;0.000453;24
8;1000;0.001083;0.000424;24
8;1000;0.000762;0.00046;24
8;1000;0.001083;0.000458;24
8;1000;0.000709;0.000473;24
8;1000;0.000844;0.00045;24
8;1000;0.001058;0.000449;24
8;1000;0.000744;0.000357;24
8;1000;0.00112;0.000438;24
8;1000;0.000877;0.000407;24
8;1000;0.000854;0.00093;24
8;1000;0.000825;0.000371;24
8;1000;0.000846;0.000408;24
8;1000;0.000968;0.000433;24
8;1000;0.000788;0.000366;24
8;1000;0.000855;0.000411;24
8;1000;0.000865;0.000457;24
8;1000;0.000959;0.000423;24
8;1000;0.000946;0.000483;24
8;1000;0.001049;0.000394;24
8;1000;0.000875;0.00037;24
8;1000;0.001221;0.000466;24
8;1000;0.000909;0.000445;24
8;1000;0.000869;0.000366;24
8;1000;0.000927;0.000462;24
8;1000;0.000999;0.000445;24
8;1000;0.000739;0.000401;24
8;1000;0.001166;0.000428;24
8;1000;0.00086;0.000361;24
8;1000;0.000901;0.000451;24
8;1000;0.000657;0.000452;24
8;1000;0.000943;0.000437;24
8;1000;0.000929;0.000419;24
8;1000;0.000717;0.000422;24
8;1000;0.000914;0.000461;24
8;1000;0.000791;0.000484;24
8;1000;0.000808;0.000398;24
8;1000;0.001155;0.000426;24
8;10000;0.000928;0.000578;24
8;10000;0.000849;0.000602;24
8;10000;0.001007;0.000616;24
8;10000;0.0008;0.000591;24
8;10000;0.000768;0.000569;24
8;10000;0.000747;0.000569;24
8;10000;0.000934;0.000585;24
8;10000;0.000948;0.000581;24
8;10000;0.000934;0.000536;24
8;10000;0.000822;0.000549;24
8;10000;0.000774;0.000558;24
8;10000;0.000789;0.000574;24
8;10000;0.000784;0.000579;24
8;10000;0.000759;0.000568;24
8;10000;0.000769;0.000559;24
8;10000;0.000801;0.000627;24
8;10000;0.000917;0.000537;24
8;10000;0.000707;0.000528;24
8;10000;0.000918;0.000567;24
8;10000;0.000672;0.000549;24
8;10000;0.000849;0.000566;24
8;10000;0.000869;0.00055;24
8;10000;0.000913;0.000573;24
8;10000;0.000877;0.000577;24
8;10000;0.000801;0.000617;24
8;10000;0.000699;0.000557;24
8;10000;0.000775;0.000591;24
8;10000;0.000773;0.000592;24
8;10000;0.000784;0.000566;24
8;10000;0.000788;0.000558;24
8;10000;0.000844;0.000556;24
8;10000;0.000726;0.000606;24
8;10000;0.000829;0.000548;24
8;10000;0.000657;0.000605;24
8;10000;0.000864;0.000527;24
8;10000;0.000711;0.000597;24
8;10000;0.000836;0.000564;24
8;10000;0.000796;0.00055;24
8;10000;0.000963;0.000584;24
8;10000;0.000729;0.000561;24
8;10000;0.00096;0.000579;24
8;10000;0.000889;0.000545;24
8;10000;0.000881;0.000544;24
8;10000;0.000876;0.000586;24
8;10000;0.000765;0.000551;24
8;10000;0.000877;0.000605;24
8;10000;0.000936;0.000592;24
8;10000;0.000772;0.000553;24
8;10000;0.000788;0.000572;24
8;10000;0.001018;0.000569;24
8;100000;0.002227;0.002173;24
8;100000;0.002242;0.00202;24
8;100000;0.002284;0.002285;24
8;100000;0.002222;0.002424;24
8;100000;0.002308;0.002227;24
8;100000;0.002298;0.002233;24
8;100000;0.002177;0.002159;24
8;100000;0.002526;0.002142;24
8;100000;0.00228;0.001962;24
8;100000;0.002176;0.002132;24
8;100000;0.002214;0.002218;24
8;100000;0.002331;0.002051;24
8;100000;0.002361;0.002311;24
8;100000;0.002471;0.002211;24
8;100000;0.002201;0.002021;24
8;100000;0.002256;0.002226;24
8;100000;0.002148;0.00251;24
8;100000;0.002227;0.002169;24
8;100000;0.002297;0.002328;24
8;100000;0.002247;0.001975;24
8;100000;0.002155;0.002422;24
8;100000;0.002363;0.002313;24
8;100000;0.002316;0.002297;24
8;100000;0.002255;0.002098;24
8;100000;0.002266;0.002169;24
8;100000;0.002201;0.002227;24
8;100000;0.002157;0.002166;24
8;100000;0.002198;0.002117;24
8;100000;0.002256;0.002079;24
8;100000;0.002404;0.002169;24
8;100000;0.002566;0.002393;24
8;100000;0.002408;0.002041;24
8;100000;0.002213;0.002014;24
8;100000;0.002273;0.002123;24
8;100000;0.002218;0.002105;24
8;100000;0.002172;0.002012;24
8;100000;0.002207;0.00191;24
8;100000;0.002168;0.002356;24
8;100000;0.002264;0.002361;24
8;100000;0.002349;0.002312;24
8;100000;0.002187;0.001993;24
8;100000;0.002366;0.002012;24
8;100000;0.002534;0.002514;24
8;100000;0.00221;0.002181;24
8;100000;0.002459;0.002059;24
8;100000;0.002187;0.00215;24
8;100000;0.002265;0.001962;24
8;100000;0.002298;0.002189;24
8;100000;0.002267;0.002584;24
8;100000;0.002308;0.002141;24
8;1000000;0.019597;0.021865;24
8;1000000;0.019252;0.020789;24
