Cores;Input Size;Time;Time MCSTL;Workpakets
8;10000;0.001663;0.000576;48
8;10000;0.001729;0.000573;48
8;10000;0.001453;0.000646;48
8;10000;0.001389;0.000578;48
8;10000;0.001606;0.00055;48
8;10000;0.001469;0.000564;48
8;10000;0.001634;0.000576;48
8;10000;0.001358;0.000591;48
8;10000;0.001295;0.00055;48
8;10000;0.001398;0.000585;48
8;10000;0.001482;0.00061;48
8;10000;0.001835;0.000603;48
8;10000;0.001957;0.000532;48
8;10000;0.001401;0.000557;48
8;10000;0.001582;0.000555;48
8;10000;0.001475;0.000591;48
8;10000;0.001411;0.000563;48
8;10000;0.001414;0.000578;48
8;10000;0.001321;0.000591;48
8;10000;0.001305;0.000572;48
8;10000;0.001334;0.000552;48
8;10000;0.001541;0.000541;48
8;10000;0.001374;0.000565;48
8;10000;0.001403;0.000557;48
8;10000;0.001425;0.000584;48
8;10000;0.001635;0.000557;48
8;10000;0.001505;0.000562;48
8;10000;0.001342;0.000554;48
8;10000;0.001604;0.000573;48
8;10000;0.001186;0.000575;48
8;10000;0.00158;0.000589;48
8;10000;0.00123;0.000576;48
8;10000;0.001177;0.00063;48
8;100000;0.002682;0.00204;48
8;100000;0.002658;0.002305;48
8;100000;0.002675;0.002152;48
8;100000;0.002646;0.001956;48
8;100000;0.00272;0.002455;48
8;100000;0.002559;0.001989;48
8;100000;0.002628;0.002033;48
8;100000;0.002751;0.002298;48
8;100000;0.002577;0.002204;48
8;100000;0.002588;0.00251;48
8;100000;0.002773;0.002402;48
8;100000;0.002627;0.001992;48
8;100000;0.002673;0.001929;48
8;100000;0.002632;0.00218;48
8;100000;0.002859;0.002317;48
8;100000;0.002793;0.001992;48
8;100000;0.002613;0.002188;48
8;100000;0.002654;0.002124;48
8;100000;0.002637;0.002163;48
8;100000;0.002656;0.002259;48
8;100000;0.002758;0.002009;48
8;100000;0.002646;0.001979;48
8;100000;0.002817;0.002173;48
8;100000;0.002749;0.002241;48
8;100000;0.002733;0.002448;48
8;100000;0.002713;0.002182;48
8;100000;0.002747;0.00208;48
8;100000;0.002677;0.002214;48
8;100000;0.002721;0.002305;48
8;100000;0.002754;0.001975;48
8;100000;0.002595;0.002584;48
8;100000;0.002777;0.002054;48
8;100000;0.00264;0.002472;48
8;100000;0.002686;0.002565;48
8;100000;0.002661;0.002167;48
8;100000;0.002584;0.002039;48
8;100000;0.002683;0.00201;48
8;100000;0.002711;0.002311;48
8;100000;0.002681;0.002439;48
8;100000;0.002668;0.001966;48
8;100000;0.002728;0.002314;48
8;100000;0.002707;0.001975;48
8;100000;0.002714;0.002021;48
8;100000;0.002627;0.001989;48
8;100000;0.002607;0.002551;48
8;100000;0.002858;0.001949;48
8;100000;0.002658;0.002008;48
8;100000;0.002565;0.002184;48
