Cores;Input Size;Time;Time MCSTL;Workpakets
8;100;0.001482;0.063049;48
8;100;0.00203;0.118857;48
8;100;0.008571;0.101708;48
8;100;0.002212;0.008133;48
8;100;0.001513;0.043228;48
8;100;0.007628;0.074079;48
8;100;0.001819;0.056889;48
8;100;0.002349;0.082247;48
8;100;0.008466;0.060535;48
8;100;0.001752;0.081433;48
8;1000;0.007496;0.099973;48
8;1000;0.001607;0.050887;48
8;1000;0.001953;0.088931;48
8;1000;0.001157;0.08061;48
8;1000;0.003053;0.109771;48
8;1000;0.008076;0.043473;48
8;1000;0.008792;0.015374;48
8;1000;0.005848;0.062809;48
8;1000;0.001262;0.110065;48
8;1000;0.001155;0.040938;48
8;10000;0.002983;0.092798;48
8;10000;0.009439;0.009469;48
8;10000;0.001889;0.071423;48
8;10000;0.002115;0.099363;48
8;10000;0.001531;0.080037;48
8;10000;0.001739;0.089758;48
8;10000;0.002251;0.089328;48
8;10000;0.00223;0.088317;48
8;10000;0.001767;0.051533;48
8;10000;0.001731;0.020868;48
8;100000;0.006952;0.006186;48
8;100000;0.003317;0.118054;48
8;100000;0.003591;0.087006;48
8;100000;0.003916;0.107585;48
8;100000;0.003589;0.059376;48
8;100000;0.003257;0.092834;48
8;100000;0.003119;0.108145;48
8;100000;0.003685;0.103035;48
8;100000;0.010248;0.081115;48
8;100000;0.003835;0.068529;48
8;1000000;0.028489;0.045155;48
8;1000000;0.030037;0.035947;48
8;1000000;0.026172;0.033545;48
8;1000000;0.026138;0.098631;48
8;1000000;0.027327;0.035156;48
8;1000000;0.027485;0.033563;48
8;1000000;0.026404;0.08524;48
8;1000000;0.02463;0.106199;48
8;1000000;0.028598;0.104913;48
8;1000000;0.026068;0.099245;48
8;10000000;0.29143;0.394844;48
8;10000000;0.281415;0.439742;48
8;10000000;0.298305;0.417125;48
8;10000000;0.292043;0.378783;48
8;10000000;0.272753;0.409711;48
8;10000000;0.30751;0.395862;48
8;10000000;0.282934;0.404686;48
8;10000000;0.304364;0.489963;48
8;10000000;0.279613;0.398751;48
8;10000000;0.30341;0.5031;48
8;100000000;3.0263;3.44682;48
8;100000000;3.0425;3.74928;48
8;100000000;3.00763;3.32729;48
8;100000000;3.0129;3.66793;48
8;100000000;2.99657;3.46453;48
8;100000000;3.04144;3.61767;48
8;100000000;3.00809;3.8681;48
8;100000000;3.09596;3.4993;48
8;100000000;3.00754;4.07386;48
8;100000000;3.14858;3.72962;48
