Cores;Input.Size;Time.MALMS.Info;Loops.MALMS.Info;Time.MALMS.NoInfo;Loops.MALMS.NoInfo;Time.MCSTL;Loops.MCSTL;Workpakets
8;100;0.002426;592974;0.001526;496398;0.101866;10495166;24
8;100;0.001335;2247930;0.002199;2149945;0.102239;9846733;24
8;100;0.002591;588229;0.002292;587065;0.113012;10680102;24
8;100;0.0028;592030;0.00137;329379;0.093517;10117654;24
8;100;0.002197;594412;0.007926;1435616;0.091082;8562562;24
8;100;0.001325;1343578;0.001708;617878;0.07959;8071942;24
8;100;0.00898;1440886;0.001778;329167;0.062032;6729189;24
8;100;0.001427;806556;0.001603;496068;0.076822;7849778;24
8;100;0.00147;328591;0.001297;652518;0.080218;8856991;24
8;100;0.001345;1913968;0.002322;800043;0.025096;2686826;24
8;1000;0.00131;1662691;0.001685;2191899;0.083293;8604134;24
8;1000;0.001386;1234125;0.001358;544130;0.054727;6550151;24
8;1000;0.006163;1062118;0.01033;1922963;0.081159;8282218;24
8;1000;0.001352;1762448;0.002289;617174;0.079753;6850719;24
8;1000;0.001247;1586022;0.002289;784403;0.024082;2504944;24
8;1000;0.002252;964668;0.001346;1649146;0.068427;7222689;24
8;1000;0.004504;887161;0.011095;1829052;0.078336;7816422;24
8;1000;0.002247;605097;0.001699;1626304;0.038679;5565938;24
8;1000;0.001332;2025529;0.00802;1412970;0.098927;10425148;24
8;1000;0.001465;889082;0.003191;726592;0.079466;7278340;24
8;10000;0.003159;743940;0.001422;1570161;0.04821;5146087;24
8;10000;0.00442;883389;0.002276;614615;0.035971;3796823;24
8;10000;0.007543;1277827;0.002351;591652;0.020651;2162890;24
8;10000;0.003939;808935;0.001751;326676;0.04891;5322581;24
8;10000;0.012247;2110515;0.001715;1750435;0.051125;5325554;24
8;10000;0.001393;1931591;0.002208;603352;0.017718;1848962;24
8;10000;0.010933;1661874;0.001513;1486924;0.013409;2056193;24
8;10000;0.001404;1340625;0.001442;2036888;0.051316;5999350;24
8;10000;0.010166;1884858;0.010873;1713573;0.010751;1177627;24
8;10000;0.00719;1169004;0.001413;1886134;0.022317;3404504;24
8;100000;0.00405;545134;0.004806;812348;0.010642;1182084;24
8;100000;0.00335;651891;0.003329;671448;0.01287;1349906;24
8;100000;0.008216;1181354;0.004464;681646;0.045143;4262842;24
8;100000;0.005033;836804;0.003349;679621;0.010631;1183104;24
8;100000;0.013224;1670344;0.003407;516084;0.015741;2337435;24
8;100000;0.004777;811400;0.010556;1731333;0.018566;2304668;24
8;100000;0.010784;1829267;0.003349;641224;0.010671;1177866;24
8;100000;0.005308;876274;0.008604;1313140;0.02052;3149628;24
8;100000;0.008029;1044374;0.004871;811639;0.010644;1157176;24
8;100000;0.003213;552278;0.003581;467841;0.014639;3229087;24
8;1000000;0.033077;2839257;0.037255;2900966;0.043048;3750276;24
8;1000000;0.026045;2044661;0.036128;2736249;0.036487;3455912;24
8;1000000;0.027984;2204030;0.029987;2357070;0.038496;3388899;24
8;1000000;0.028982;2309495;0.030691;2505588;0.036481;3566291;24
8;1000000;0.026046;2062445;0.032986;2824177;0.062397;5231825;24
8;1000000;0.032133;2994158;0.027811;2471859;0.061893;5208164;24
8;1000000;0.027944;2096515;0.032361;2483777;0.045301;3941804;24
8;1000000;0.026868;2102719;0.032148;2598037;0.083181;7784299;24
8;1000000;0.025868;1830768;0.030695;2502923;0.083207;8099426;24
8;1000000;0.027857;2094987;0.030687;2514885;0.11098;10839791;24
8;10000000;0.284266;22197504;0.270221;21277963;0.38211;30710939;24
8;10000000;0.287447;23137640;0.291511;21696617;0.380615;28699968;24
8;10000000;0.265469;22088253;0.270823;60682064;0.408708;32606713;24
8;10000000;0.271981;22464932;0.289614;21280880;0.384817;30754929;24
8;10000000;0.279015;20814661;0.27497;21450519;0.362793;29070933;24
8;10000000;0.265767;22016663;0.270442;21664079;0.363775;27648309;24
8;10000000;0.278091;21550344;0.279577;21543790;0.419279;35920850;24
8;10000000;0.28362;22445335;0.271589;20552474;0.38861;30629817;24
8;10000000;0.279579;22135873;0.292072;21807649;0.36387;29035819;24
8;10000000;0.262598;20288424;0.275496;21540644;0.377576;28689588;24
8;100000000;2.97282;273117555;2.96677;240182903;3.14297;263430078;24
8;100000000;2.97021;239541986;3.00068;242241230;3.0282;259078362;24
8;100000000;2.9684;239516796;2.95092;237480440;3.24567;279307239;24
8;100000000;2.96361;239018903;2.95135;238164069;3.15399;258542023;24
8;100000000;2.95297;237055726;2.95119;238247712;3.20471;264458780;24
8;100000000;2.98803;240797514;2.95532;238565307;3.16515;260403623;24
8;100000000;2.95885;238571195;2.95943;238912964;3.27315;269854440;24
8;100000000;2.9528;238284214;2.95723;239659923;3.20059;268673064;24
8;100000000;2.98859;244719592;2.9631;238168806;3.1585;266444082;24
8;100000000;2.96447;238951008;2.95886;238970652;3.35871;280263913;24
