Cores;Input.Size;Time.MALMS.Info;Loops.MALMS.Info;Time.MALMS.NoInfo;Loops.MALMS.NoInfo;Time.MCSTL;Loops.MCSTL;Workpakets
8;100;0.003219;412769;0.002603;297440;0.074186;5655516;48
8;100;0.001996;232654;0.001847;257989;0.031748;3858906;48
8;100;0.00277;309770;0.002356;258082;0.068544;8628798;48
8;100;0.002178;270270;0.00207;261039;0.075975;5667579;48
8;100;0.002132;269459;0.007428;1234874;0.082059;6473777;48
8;100;0.010258;1287916;0.002471;307743;0.080862;6435036;48
8;100;0.002589;304169;0.007614;1256062;0.092194;10821400;48
8;100;0.002682;349784;0.01097;1941442;0.08328;7025154;48
8;100;0.008791;1580051;0.011769;2103158;0.052901;4848603;48
8;100;0.002107;285259;0.001801;262119;0.109668;8949742;48
8;1000;0.002449;408797;0.003626;511798;0.082198;6564623;48
8;1000;0.002193;313396;0.010375;1831859;0.082884;7548079;48
8;1000;0.009489;1235281;0.002012;250497;0.080991;9993625;48
8;1000;0.011127;2032019;0.002084;283626;0.009934;961338;48
8;1000;0.002901;321608;0.011329;1983557;0.102545;11223162;48
8;1000;0.001963;422832;0.003722;537207;0.008467;868519;48
8;1000;0.002028;225053;0.001953;1903495;0.124809;12586719;48
8;1000;0.002089;316346;0.008632;1447257;0.108819;12829555;48
8;1000;0.00332;481569;0.010074;1789618;0.059199;5941341;48
8;1000;0.002606;353764;0.011139;1971934;0.123346;13107346;48
8;10000;0.007864;1373512;0.011969;2153114;0.082388;6314355;48
8;10000;0.002009;208316;0.007377;892730;0.065863;5476597;48
8;10000;0.002411;311865;0.002059;343163;0.076024;5934268;48
8;10000;0.00266;354769;0.007339;1236004;0.043972;5539767;48
8;10000;0.002529;375651;0.011209;6625256;0.063263;8326385;48
8;10000;0.006467;855880;0.011673;2029059;0.0811;8341359;48
8;10000;0.009516;1669376;0.002097;350957;0.044648;3388234;48
8;10000;0.002057;249173;0.005897;975132;0.044155;5772160;48
8;10000;0.011589;2124718;0.002649;374111;0.092012;9436184;48
8;10000;0.004608;745090;0.009644;1721647;0.033233;4107097;48
8;100000;0.00442;537402;0.004833;446541;0.012616;1887221;48
8;100000;0.00549;746550;0.012051;1820378;0.011199;1818036;48
8;100000;0.003916;497606;0.004267;485839;0.059915;5383061;48
8;100000;0.004609;592793;0.00408;383198;0.043419;6241313;48
8;100000;0.012901;1523584;0.004245;435239;0.08688;9752877;48
8;100000;0.009738;1510706;0.003798;283937;0.049271;5481256;48
8;100000;0.003869;444956;0.006119;740415;0.040201;3268333;48
8;100000;0.004367;461209;0.005996;716979;0.013066;1998709;48
8;100000;0.005751;559819;0.010758;1620663;0.022456;2136282;48
8;100000;0.004161;434868;0.003786;324975;0.018329;1694164;48
8;1000000;0.03035;2489112;0.025244;1645901;0.040767;3388672;48
8;1000000;0.026295;1857681;0.02476;1627153;0.035276;3199752;48
8;1000000;0.028894;2108862;0.026665;1910989;0.041044;3790053;48
8;1000000;0.02701;1927005;0.025298;1402158;0.035447;3203450;48
8;1000000;0.033002;2745695;0.024548;1622524;0.035638;3185189;48
8;1000000;0.028843;1827225;0.029603;2483431;0.040612;3725381;48
8;1000000;0.028238;2029427;0.024384;1675314;0.038369;3328526;48
8;1000000;0.026246;1969063;0.026829;1545957;0.035304;2450879;48
8;1000000;0.023987;1337468;0.029661;2278928;0.061969;6366353;48
8;1000000;0.026774;1999840;0.027073;1983898;0.034711;3092189;48
8;10000000;0.280427;22058924;0.263852;20820668;0.401384;32126000;48
8;10000000;0.264532;19719276;0.258552;20724928;0.381862;35936994;48
8;10000000;0.271793;21427278;0.271152;21696032;0.384843;30751412;48
8;10000000;0.266994;20215435;0.264054;20523070;0.424799;39689536;48
8;10000000;0.278126;21117845;0.256339;20425766;0.436674;38510203;48
8;10000000;0.262194;20506624;0.268996;21675878;0.416895;35368284;48
8;10000000;0.266546;19883424;0.262972;20429239;0.380643;30291786;48
8;10000000;0.266613;21139562;0.267873;21629608;0.458811;44746800;48
8;10000000;0.268545;19697408;0.260494;20867399;0.408277;32024239;48
8;10000000;0.265604;21042735;0.276292;23276860;0.440874;42350902;48
8;100000000;2.9933;282046205;2.99557;243622358;4.00273;341598613;48
8;100000000;2.98224;237690117;2.94888;251024721;3.26295;285033268;48
8;100000000;3.06266;246398682;3.01008;245873619;3.29498;273888739;48
8;100000000;3.07567;247677272;3.05468;248046693;4.14755;368730169;48
8;100000000;2.97816;240262051;3.07107;254058803;4.03762;348882648;48
8;100000000;2.91566;293110271;3.04519;248948052;3.76044;321593557;48
8;100000000;3.02176;244881636;3.0199;246842681;3.35781;317695509;48
8;100000000;2.92346;232340640;2.99508;244822107;3.64374;311146124;48
8;100000000;2.97633;239566819;3.00903;245372876;3.40847;286820576;48
8;100000000;3.01001;241869398;2.99642;243472909;3.57971;301153214;48
