Cores;Input Size;Time;Time MCSTL;Workpakets
8;100;0.00326;0.061617;100
8;100;0.00393;0.098032;100
8;100;0.003243;0.097232;100
8;100;0.009909;0.072717;100
8;100;0.00221;0.09318;100
8;100;0.011258;0.041337;100
8;100;0.009923;0.070263;100
8;100;0.004229;0.08696;100
8;100;0.010477;0.090035;100
8;100;0.002325;0.094113;100
8;1000;0.006779;0.081046;100
8;1000;0.010414;0.109267;100
8;1000;0.01006;0.09116;100
8;1000;0.004086;0.047206;100
8;1000;0.003883;0.116166;100
8;1000;0.01135;0.119455;100
8;1000;0.003927;0.107207;100
8;1000;0.003185;0.109354;100
8;1000;0.003222;0.105416;100
8;1000;0.003446;0.098085;100
8;10000;0.004867;0.098357;100
8;10000;0.003393;0.06951;100
8;10000;0.008505;0.131485;100
8;10000;0.003112;0.086864;100
8;10000;0.009626;0.119277;100
8;10000;0.010617;0.12104;100
8;10000;0.011106;0.111229;100
8;10000;0.003179;0.089001;100
8;10000;0.00374;0.105646;100
8;10000;0.002943;0.088139;100
8;100000;0.004624;0.095341;100
8;100000;0.005121;0.051068;100
8;100000;0.009199;0.078988;100
8;100000;0.004505;0.064457;100
8;100000;0.005103;0.072979;100
8;100000;0.004587;0.112418;100
8;100000;0.005348;0.070621;100
8;100000;0.005666;0.107475;100
8;100000;0.005056;0.103606;100
8;100000;0.011064;0.051787;100
8;1000000;0.034401;0.037752;100
8;1000000;0.033892;0.124044;100
8;1000000;0.029495;0.117085;100
8;1000000;0.032217;0.079836;100
8;1000000;0.029468;0.066616;100
8;1000000;0.028984;0.118302;100
8;1000000;0.028802;0.127468;100
8;1000000;0.036244;0.140921;100
8;1000000;0.029806;0.043935;100
8;1000000;0.033604;0.084524;100
8;10000000;0.295596;0.438389;100
8;10000000;0.274761;0.429176;100
8;10000000;0.27801;0.355899;100
8;10000000;0.278875;0.408497;100
8;10000000;0.273015;0.431539;100
8;10000000;0.29671;0.441667;100
8;10000000;0.28075;0.391254;100
8;10000000;0.292356;0.483488;100
8;10000000;0.277202;0.426959;100
8;10000000;0.279634;0.416489;100
8;100000000;3.0664;3.61056;100
8;100000000;3.08777;3.41261;100
8;100000000;3.05043;3.45962;100
8;100000000;2.98174;3.43794;100
8;100000000;3.04612;3.43806;100
8;100000000;3.05686;3.52255;100
8;100000000;3.03462;3.59463;100
8;100000000;3.06246;3.55835;100
8;100000000;3.04795;3.93253;100
8;100000000;3.04892;3.44051;100
