Blocked.Cores;Cores;Input Size;Time;Time MCSTL;Workpakets
0;8;100;0.000474;0.000349;24
0;8;100;0.000485;0.000401;24
0;8;100;0.000395;0.000357;24
0;8;100;0.000357;0.000377;24
0;8;100;0.000519;0.000374;24
0;8;100;0.00043;0.000352;24
0;8;100;0.000439;0.000385;24
0;8;100;0.000392;0.000336;24
0;8;100;0.000432;0.000384;24
0;8;100;0.000464;0.000376;24
0;8;100;0.000437;0.000359;24
0;8;100;0.000406;0.000369;24
0;8;100;0.000431;0.000358;24
0;8;100;0.000406;0.000395;24
0;8;100;0.000401;0.000484;24
0;8;100;0.000529;0.000343;24
0;8;100;0.000391;0.000326;24
0;8;100;0.000448;0.000355;24
0;8;100;0.000379;0.000376;24
0;8;100;0.000467;0.00038;24
0;8;100;0.000445;0.000401;24
0;8;100;0.000419;0.000374;24
0;8;100;0.000421;0.000393;24
0;8;100;0.000396;0.000381;24
0;8;100;0.000469;0.000373;24
0;8;100;0.000338;0.000358;24
0;8;100;0.00044;0.000362;24
0;8;100;0.000403;0.000341;24
0;8;100;0.000481;0.000422;24
0;8;100;0.000435;0.000381;24
0;8;100;0.000504;0.000407;24
0;8;100;0.000376;0.000366;24
0;8;100;0.000443;0.000361;24
0;8;100;0.000409;0.000362;24
0;8;100;0.000432;0.000398;24
0;8;100;0.000495;0.000381;24
0;8;100;0.000478;0.000389;24
0;8;100;0.000405;0.000358;24
0;8;100;0.000444;0.000375;24
0;8;100;0.000381;0.000369;24
0;8;100;0.000416;0.000358;24
0;8;100;0.000349;0.000402;24
0;8;100;0.00052;0.00044;24
0;8;100;0.000354;0.000389;24
0;8;100;0.000535;0.000357;24
0;8;100;0.000552;0.000354;24
0;8;100;0.000598;0.0004;24
0;8;100;0.000423;0.000373;24
0;8;100;0.000481;0.000371;24
0;8;100;0.000464;0.000402;24
1;8;100;0.000858;0.000398;24
1;8;100;0.000902;0.000413;24
1;8;100;0.000769;0.000465;24
1;8;100;0.000891;0.000368;24
1;8;100;0.000732;0.000465;24
1;8;100;0.000751;0.000366;24
1;8;100;0.000743;0.000366;24
1;8;100;0.000853;0.000377;24
1;8;100;0.000867;0.000365;24
1;8;100;0.00074;0.000451;24
1;8;100;0.000888;0.000426;24
1;8;100;0.000781;0.000432;24
1;8;100;0.00083;0.000388;24
1;8;100;0.000941;0.000411;24
1;8;100;0.000799;0.000394;24
1;8;100;0.000745;0.000415;24
1;8;100;0.000842;0.00039;24
1;8;100;0.000844;0.000366;24
1;8;100;0.000684;0.00036;24
1;8;100;0.00075;0.000374;24
1;8;100;0.000875;0.000385;24
1;8;100;0.000696;0.0004;24
